001*;USA oder Kanada
0049 6554*;Waxweiler
0049 6555*;Bleialf
0049 6556*;Pronsfeld
0049 6557*;Hallschlag
0049 6558*;Büdesheim Eifel
0049 6559*;Leidenborn
0049 6561*;Bitburg
0049 6562*;Speicher
0049 6563*;Kyllburg
0049 6564*;Neuerburg Eifel
0049 6565*;Dudeldorf
0049 6566*;Körperich
0049 6567*;Oberkail
0049 6568*;Wolsfeld
0049 6569*;Bickendorf
0049 6571*;Wittlich
0049 6572*;Manderscheid Eifel
0049 6573*;Gillenfeld
0049 6574*;Hasborn
0049 6575*;Landscheid
0049 6578*;Salmtal
0049 6580*;Zemmer
0049 6581*;Saarburg
0049 6582*;Freudenburg
0049 6583*;Palzem
0049 6584*;Wellen
0049 6585*;Ralingen
0049 6586*;Beuren Hochwald
0049 6587*;Zerf
0049 6588*;Pluwig
0049 6589*;Kell
0049 6591*;Gerolstein
0049 6592*;Daun
0049 6593*;Hillesheim Eifel
0049 6594*;Birresborn
0049 6595*;Dockweiler
0049 6596*;Üdersdorf
0049 6597*;Jünkerath
0049 6599*;Weidenbach b. Gerolstein
0049 661*;Fulda
0049 6620*;Philippsthal Werra
0049 6621*;Bad Hersfeld
0049 6622*;Bebra
0049 6623*;Rotenburg a. d Fulda
0049 6624*;Heringen Werra
0049 6625*;Niederaula
0049 6626*;Wildeck-Obersuhl
0049 6627*;Nentershausen Hess
0049 6628*;Oberaula
0049 6629*;Schenklengsfeld
0049 6630*;Schwalmtal-Storndorf
0049 6631*;Alsfeld
0049 6633*;Homberg Ohm
0049 6634*;Gemünden Felda
0049 6635*;Kirtorf
0049 6636*;Romrod
0049 6637*;Feldatal
0049 6638*;Schwalmtal-Renzendorf
0049 6639*;Ottrau
0049 6641*;Lauterbach Hess
0049 6642*;Schlitz
0049 6643*;Herbstein
0049 6644*;Grebenhain
0049 6645*;Ulrichstein
0049 6646*;Grebenau
0049 6647*;Herbstein-Stockhausen
0049 6648*;Bad Salzschlirf
0049 6650*;Hosenfeld
0049 6651*;Rasdorf
0049 6652*;Hünfeld
0049 6653*;Burghaun
0049 6654*;Gersfeld Rhön
0049 6655*;Neuhof Kr. Fulda
0049 6656*;Ebersburg
0049 6657*;Hofbieber
0049 6658*;Poppenhausen Wasserkuppe
0049 6659*;Eichenzell
0049 6660*;Steinau-Marjoß
0049 6661*;Schlüchtern
0049 6663*;Steinau a. d Straße
0049 6664*;Sinntal-Sterbfritz
0049 6665*;Sinntal-Altengronau
0049 6666*;Freiensteinau
0049 6667*;Steinau-Ulmbach
0049 6668*;Birstein-Lichenroth
0049 6669*;Neuhof-Hauswurz
0049 6670*;Ludwigsau Hess
0049 6672*;Eiterfeld
0049 6673*;Haunetal
0049 6674*;Friedewald Hess
0049 6675*;Breitenbach a. Herzberg
0049 6676*;Hohenroda
0049 6677*;Neuenstein Hess
0049 6678*;Wildeck-Hönebach
0049 6681*;Hilders
0049 6682*;Tann Rhön
0049 6683*;Ehrenberg Rhön
0049 6684*;Hofbieber-Schwarzbach
0049 6691*;Schwalmstadt
0049 6692*;Neustadt Hess
0049 6693*;Neuental
0049 6694*;Neukirchen Knüll
0049 6695*;Jesberg
0049 6696*;Gilserberg
0049 6697*;Willingshausen
0049 6698*;Schrecksbach
0049 6701*;Sprendlingen
0049 6703*;Wöllstein
0049 6704*;Langenlonsheim
0049 6706*;Wallhausen
0049 6707*;Windesheim
0049 6708*;Bad Münster-Ebernburg
0049 6709*;Fürfeld
0049 671*;Bad Kreuznach
0049 6721*;Bingen a. Rhein
0049 6722*;Rüdesheim am Rhein
0049 6723*;Oestrich-Winkel
0049 6724*;Stromberg Hunsrück
0049 6725*;Gau-Algesheim
0049 6726*;Lorch Rheingau
0049 6727*;Gensingen
0049 6728*;Ober-Hilbersheim
0049 6731*;Alzey
0049 6732*;Wörrstadt
0049 6733*;Gau-Odernheim
0049 6734*;Flonheim
0049 6735*;Eppelsheim
0049 6736*;Bechenheim
0049 6737*;Köngernheim
0049 6741*;St. Goar
0049 6742*;Boppard
0049 6743*;Bacharach
0049 6744*;Oberwesel
0049 6745*;Gondershausen
0049 6746*;Pfalzfeld
0049 6747*;Emmelshausen
0049 6751*;Sobernheim
0049 6752*;Kirn Nahe
0049 6753*;Meisenheim
0049 6754*;Martinstein
0049 6755*;Odernheim a. Glan
0049 6756*;Sobernheim-Eckweiler
0049 6757*;Becherbach b. Kirn
0049 6758*;Waldböckelheim
0049 6761*;Simmern
0049 6762*;Kastellaun
0049 6763*;Kirchberg Hunsrück
0049 6764*;Rheinböllen
0049 6765*;Gemünden Hunsrück
0049 6766*;Kisselbach
0049 6771*;St. Goarshausen
0049 6772*;Nastätten
0049 6773*;Kamp-Bornhofen
0049 6774*;Kaub
0049 6775*;Strüth Taunus
0049 6776*;Dachsenhausen
0049 6781*;Idar-Oberstein
0049 6782*;Birkenfeld Nahe
0049 6783*;Baumholder
0049 6784*;Weierbach
0049 6785*;Herrstein
0049 6786*;Kempfeld
0049 6787*;Niederbrombach
0049 6788*;Sien
0049 6789*;Heimbach Nahe
0049 6802*;Völklingen-Lauterbach
0049 6803*;Mandelbachtal-Ommersheim
0049 6804*;Mandelbachtal
0049 6805*;Kleinblittersdorf
0049 6806*;Heusweiler
0049 6809*;Großrosseln
0049 681*;Saarbrücken
0049 6821*;Neunkirchen Saar
0049 6824*;Ottweiler
0049 6825*;Illingen Saar
0049 6826*;Bexbach
0049 6827*;Eppelborn
0049 6831*;Saarlouis
0049 6832*;Beckingen-Reimsbach
0049 6833*;Rehlingen-Siersburg
0049 6834*;Bous
0049 6835*;Beckingen
0049 6836*;Überherrn
0049 6837*;Wallerfangen
0049 6838*;Saarwellingen
0049 6841*;Homburg Saar
0049 6842*;Blieskastel
0049 6843*;Gersheim
0049 6844*;Blieskastel-Altheim
0049 6848*;Homburg-Einöd
0049 6849*;Kirkel
0049 6851*;St. Wendel
0049 6852*;Nohfelden
0049 6853*;Marpingen
0049 6854*;Oberthal Saar
0049 6855*;Freisen
0049 6856*;St. Wendel-Niederkirchen
0049 6857*;Namborn
0049 6858*;Ottweiler-Fürth
0049 6861*;Merzig
0049 6864*;Mettlach
0049 6865*;Mettlach-Orscholz
0049 6866*;Perl-Nennig
0049 6867*;Perl
0049 6868*;Mettlach-Tünsdorf
0049 6869*;Merzig-Silwingen
0049 6871*;Wadern
0049 6872*;Losheim Saar
0049 6873*;Nonnweiler
0049 6874*;Wadern-Nunkirchen
0049 6875*;Nonnweiler-Primstal
0049 6876*;Weiskirchen Saar
0049 6881*;Lebach
0049 6887*;Schmelz Saar
0049 6888*;Lebach-Steinbach
0049 6893*;Saarbrücken-Ensheim
0049 6894*;St. Ingbert
0049 6897*;Sulzbach Saar
0049 6898*;Völklingen
0049 69*;Frankfurt am Main
0049 7021*;Kirchheim unter Teck
0049 7022*;Nürtingen
0049 7023*;Weilheim an der Teck
0049 7024*;Wendlingen am Neckar
0049 7025*;Neuffen
0049 7026*;Lenningen
0049 7031*;Böblingen
0049 7032*;Herrenberg
0049 7033*;Weil der Stadt
0049 7034*;Ehningen
0049 7041*;Mühlacker
0049 7042*;Vaihingen an der Enz
0049 7043*;Maulbronn
0049 7044*;Mönsheim
0049 7045*;Oberderdingen
0049 7046*;Zaberfeld
0049 7051*;Calw
0049 7052*;Bad Liebenzell
0049 7053*;Bad Teinach-Zavelstein
0049 7054*;Wildberg Württ
0049 7055*;Neuweiler Kr. Calw
0049 7056*;Gechingen
0049 7062*;Beilstein Württ
0049 7063*;Bad Wimpfen
0049 7066*;Bad Rappenau-Bonfeld
0049 7071*;Tübingen
0049 7072*;Gomaringen
0049 7073*;Ammerbuch
0049 7081*;Bad Wildbad
0049 7082*;Neuenbürg Württ
0049 7083*;Bad Herrenalb
0049 7084*;Schömberg b. Neuenbürg
0049 7085*;Enzklösterle
0049 711*;Stuttgart
0049 7121*;Reutlingen
0049 7122*;Sankt Johann Württ
0049 7123*;Metzingen Württ
0049 7124*;Trochtelfingen Hohenz
0049 7125*;Bad Urach
0049 7126*;Burladingen-Melchingen
0049 7127*;Neckartenzlingen
0049 7128*;Sonnenbühl
0049 7129*;Lichtenstein Württ
0049 7130*;Löwenstein Württ
0049 7131*;Heilbronn Neckar
0049 7132*;Neckarsulm
0049 7133*;Lauffen am Neckar
0049 7134*;Weinsberg
0049 7135*;Brackenheim
0049 7136*;Bad Friedrichshall
0049 7138*;Schwaigern
0049 7139*;Neuenstadt am Kocher
0049 7141*;Ludwigsburg Württemberg
0049 7142*;Bietigheim-Bissingen
0049 7143*;Besigheim
0049 7144*;Marbach am Neckar
0049 7145*;Markgröningen
0049 7146*;Remseck am Neckar
0049 7147*;Sachsenheim Württ
0049 7148*;Großbottwar
0049 7150*;Korntal-Münchingen
0049 7151*;Waiblingen
0049 7152*;Leonberg Württ
0049 7153*;Plochingen
0049 7154*;Kornwestheim
0049 7156*;Ditzingen
0049 7157*;Waldenbuch
0049 7158*;Neuhausen auf den Fildern
0049 7159*;Renningen
0049 7161*;Göppingen
0049 7162*;Süßen
0049 7163*;Ebersbach an der Fils
0049 7164*;Boll Kr. Göppingen
0049 7165*;Göppingen-Hohenstaufen
0049 7166*;Adelberg
0049 7171*;Schwäbisch Gmünd
0049 7172*;Lorch Württ
0049 7173*;Heubach
0049 7174*;Mögglingen
0049 7175*;Leinzell
0049 7176*;Spraitbach
0049 7181*;Schorndorf Württ
0049 7182*;Welzheim
0049 7183*;Rudersberg Württ
0049 7184*;Kaisersbach
0049 7191*;Backnang
0049 7192*;Murrhardt
0049 7193*;Sulzbach an der Murr
0049 7194*;Spiegelberg
0049 7195*;Winnenden
0049 7202*;Karlsbad
0049 7203*;Walzbachtal
0049 7204*;Malsch-Völkersbach
0049 721*;Karlsruhe
0049 7220*;Forbach Hundsbach
0049 7221*;Baden-Baden
0049 7222*;Rastatt
0049 7223*;Bühl Baden
0049 7224*;Gernsbach
0049 7225*;Gaggenau
0049 7226*;Bühl-Sand
0049 7227*;Lichtenau Baden
0049 7228*;Forbach
0049 7229*;Iffezheim
0049 7231*;Pforzheim
0049 7232*;Königsbach-Stein
0049 7233*;Niefern-Öschelbronn
0049 7234*;Tiefenbronn
0049 7235*;Unterreichenbach Kr. Calw
0049 7236*;Keltern
0049 7237*;Neulingen Enzkreis
0049 7240*;Pfinztal
0049 7242*;Rheinstetten
0049 7243*;Ettlingen
0049 7244*;Weingarten Baden
0049 7245*;Durmersheim
0049 7246*;Malsch Kr. Karlsruhe
0049 7247*;Linkenheim-Hochstetten
0049 7248*;Marxzell
0049 7249*;Stutensee
0049 7250*;Kraichtal
0049 7251*;Bruchsal
0049 7252*;Bretten
0049 7253*;Bad Schönborn
0049 7254*;Waghäusel
0049 7255*;Graben-Neudorf
0049 7256*;Phillippsburg
0049 7257*;Bruchsal-Untergrombach
0049 7258*;Oberderdingen-Flehingen
0049 7259*;Östringen-Odenheim
0049 7260*;Sinsheim-Hilsbach
0049 7261*;Sinsheim
0049 7262*;Eppingen
0049 7263*;Waibstadt
0049 7264*;Bad Rappenau
0049 7265*;Angelbachtal
0049 7266*;Kirchardt
0049 7267*;Gemmingen
0049 7268*;Bad Rappenau-Obergimpern
0049 7269*;Sulzfeld Baden
0049 7271*;Wörth a. Rhein
0049 7272*;Rülzheim
0049 7273*;Hagenbach Pfalz
0049 7274*;Germersheim
0049 7275*;Kandel
0049 7276*;Herxheim b. Landau
0049 7277*;Wörth-Büchelberg
0049 7300*;Roggenburg
0049 7302*;Pfaffenhofen a. d Roth
0049 7303*;Illertissen
0049 7304*;Blaustein Württ
0049 7305*;Erbach Donau
0049 7306*;Vöhringen Iller
0049 7307*;Senden Iller
0049 7308*;Nersingen
0049 7309*;Weißenhorn
0049 731*;Ulm
0049 7321*;Heidenheim an der Brenz
0049 7322*;Giengen an der Brenz
0049 7323*;Gerstetten
0049 7324*;Herbrechtingen
0049 7325*;Sontheim an der Brenz
0049 7326*;Neresheim
0049 7327*;Dischingen
0049 7328*;Königsbronn
0049 7329*;Steinheim am Albuch
0049 7331*;Geislingen an der Steige
0049 7332*;Lauterstein
0049 7333*;Laichingen
0049 7334*;Deggingen
0049 7335*;Wiesensteig
0049 7336*;Lonsee
0049 7337*;Nellingen Alb
0049 7340*;Neenstetten
0049 7343*;Buch b. Illertissen
0049 7344*;Blaubeuren
0049 7345*;Langenau Württ
0049 7346*;Illerkirchberg
0049 7347*;Dietenheim
0049 7348*;Beimerstetten
0049 7351*;Biberach an der Riß
0049 7352*;Ochsenhausen
0049 7353*;Schwendi
0049 7354*;Erolzheim
0049 7355*;Hochdorf Riß
0049 7356*;Schemmerhofen
0049 7357*;Attenweiler
0049 7358*;Eberhardzell-Füramos
0049 7361*;Aalen
0049 7362*;Bopfingen
0049 7363*;Lauchheim
0049 7364*;Oberkochen
0049 7365*;Essingen Württ
0049 7366*;Abtsgmünd
0049 7367*;Aalen-Ebnat
0049 7371*;Riedlingen Württ
0049 7373*;Zwiefalten
0049 7374*;Uttenweiler
0049 7375*;Obermarchtal
0049 7376*;Langenenslingen
0049 7381*;Münsingen
0049 7382*;Römerstein
0049 7383*;Münsingen-Buttenhausen
0049 7384*;Schelklingen-Hütten
0049 7385*;Gomadingen
0049 7386*;Hayingen
0049 7387*;Hohenstein Württ
0049 7388*;Pfronstetten
0049 7389*;Heroldstatt
0049 7391*;Ehingen Donau
0049 7392*;Laupheim
0049 7393*;Munderkingen
0049 7394*;Schelklingen
0049 7395*;Ehingen Dächingen
0049 7402*;Fluorn-Winzeln
0049 7403*;Dunningen
0049 7404*;Epfendorf
0049 741*;Rottweil
0049 7420*;Deißlingen
0049 7422*;Schramberg
0049 7423*;Oberndorf am Neckar
0049 7424*;Spaichingen
0049 7425*;Trossingen
0049 7426*;Gosheim
0049 7427*;Schömberg bei Balingen
0049 7428*;Rosenfeld
0049 7429*;Egesheim
0049 7431*;Albstadt-Ebingen
0049 7432*;Albstadt-Tailfingen
0049 7433*;Balingen
0049 7434*;Winterlingen
0049 7435*;Albstadt-Laufen
0049 7436*;Meßstetten-Oberdigisheim
0049 7440*;Bad Rippoldsau
0049 7441*;Freudenstadt
0049 7442*;Baiersbronn
0049 7443*;Dornstetten
0049 7444*;Alpirsbach
0049 7445*;Pfalzgrafenweiler
0049 7446*;Loßburg
0049 7447*;Baiersbronn-Schwarzenberg
0049 7448*;Seewald
0049 7449*;Baiersbronn-Obertal
0049 7451*;Horb am Neckar
0049 7452*;Nagold
0049 7453*;Altensteig
0049 7454*;Sulz am Neckar
0049 7455*;Dornhan
0049 7456*;Haiterbach
0049 7457*;Rottenburg-Ergenzingen
0049 7458*;Ebhausen
0049 7459*;Nagold-Hochdorf
0049 7461*;Tuttlingen
0049 7462*;Immendingen
0049 7463*;Mühlheim an der Donau
0049 7464*;Talheim Kreis Tuttlingen
0049 7465*;Emmingen-Liptingen
0049 7466*;Beuron
0049 7467*;Neuhausen ob Eck
0049 7471*;Hechingen
0049 7472*;Rottenburg am Neckar
0049 7473*;Mössingen
0049 7474*;Haigerloch
0049 7475*;Burladingen
0049 7476*;Bisingen
0049 7477*;Jungingen bei Hechingen
0049 7478*;Hirrlingen
0049 7482*;Horb-Dettingen
0049 7483*;Horb-Mühringen
0049 7484*;Simmersfeld
0049 7485*;Empfingen
0049 7486*;Horb-Altheim
0049 7502*;Wolpertswende
0049 7503*;Wilhelmsdorf Württ
0049 7504*;Horgenzell
0049 7505*;Fronreute
0049 7506*;Wangen-Leupolz
0049 751*;Ravensburg
0049 7520*;Bodnegg
0049 7522*;Wangen i. Allgäu
0049 7524*;Bad Waldsee
0049 7525*;Aulendorf
0049 7527*;Wolfegg
0049 7528*;Neukirch b. Tettnang
0049 7529*;Waldburg Württ
0049 7531*;Konstanz
0049 7532*;Meersburg
0049 7533*;Allensbach
0049 7534*;Reichenau Baden
0049 7541*;Friedrichshafen
0049 7542*;Tettnang
0049 7543*;Kressbronn a. Bodensee
0049 7544*;Markdorf
0049 7545*;Immenstaad a. Bodensee
0049 7546*;Oberteuringen
0049 7551*;Überlingen Bodensee
0049 7552*;Pfullendorf
0049 7553*;Salem Baden
0049 7554*;Heiligenberg Baden
0049 7555*;Deggenhausertal
0049 7556*;Uhldingen-Mühlhofen
0049 7557*;Herdwangen-Schönach
0049 7558*;Illmensee
0049 7561*;Leutkirch i. Allgäu
0049 7562*;Isny i. Allgäu
0049 7563*;Kißlegg
0049 7564*;Bad Wurzach
0049 7565*;Aichstetten Kr. Ravensburg
0049 7566*;Argenbühl
0049 7567*;Leutkirch-Friesenhofen
0049 7568*;Bad Wurzach-Hauerz
0049 7569*;Isny-Eisenbach
0049 7570*;Sigmaringen-Gutenstein
0049 7571*;Sigmaringen
0049 7572*;Mengen Württ
0049 7573*;Stetten a. kalten Markt
0049 7574*;Gammertingen
0049 7575*;Meßkirch
0049 7576*;Krauchenwies
0049 7577*;Veringenstadt
0049 7578*;Wald Hohenz
0049 7579*;Schwenningen Baden
0049 7581*;Saulgau
0049 7582*;Bad Buchau
0049 7583*;Bad Schussenried
0049 7584*;Altshausen
0049 7585*;Ostrach
0049 7586*;Herbertingen
0049 7587*;Hoßkirch
0049 7602*;Oberried Breisgau
0049 761*;Freiburg i. Breisgau
0049 7620*;Schopfheim-Gersbach
0049 7621*;Lörrach
0049 7622*;Schopfheim
0049 7623*;Rheinfelden Baden
0049 7624*;Grenzach-Wyhlen
0049 7625*;Zell im Wiesental
0049 7626*;Kandern
0049 7627*;Steinen Kr. Lörrach
0049 7628*;Efringen-Kirchen
0049 7629*;Tegernau Baden
0049 7631*;Müllheim Baden
0049 7632*;Badenweiler
0049 7633*;Staufen im Breisgau
0049 7634*;Sulzburg
0049 7635*;Schliengen
0049 7636*;Münstertal Schwarzwald
0049 7641*;Emmendingen
0049 7642*;Endingen Kaiserstuhl
0049 7643*;Herbolzheim Breisgau
0049 7644*;Kenzingen
0049 7645*;Freiamt
0049 7646*;Weisweil Breisgau
0049 7651*;Titisee-Neustadt
0049 7652*;Hinterzarten
0049 7653*;Lenzkirch
0049 7654*;Löffingen
0049 7655*;Feldberg-Altglashütten
0049 7656*;Schluchsee
0049 7657*;Eisenbach Hochschwarzwald
0049 7660*;Sankt Peter Schwarzw
0049 7661*;Kirchzarten
0049 7662*;Vogtsburg im Kaiserstuhl
0049 7663*;Eichstetten
0049 7664*;Freiburg-Tiengen
0049 7665*;March Breisgau
0049 7666*;Denzlingen
0049 7667*;Breisach am Rhein
0049 7668*;Ihringen
0049 7669*;Sankt Märgen
0049 7671*;Todtnau
0049 7672*;Sankt Blasien
0049 7673*;Schönau im Schwarzw
0049 7674*;Todtmoos
0049 7675*;Bernau Baden
0049 7676*;Feldberg Schwarzwald
0049 7681*;Waldkirch Breisgau
0049 7682*;Elzach
0049 7683*;Simonswald
0049 7684*;Glottertal
0049 7685*;Gutach-Bleibach
0049 7702*;Blumberg Baden
0049 7703*;Bonndorf im Schwarzwald
0049 7704*;Geisingen Baden
0049 7705*;Wolterdingen Schwarzw
0049 7706*;Oberbaldingen
0049 7707*;Bräunlingen
0049 7708*;Geisingen Leipferdingen
0049 7709*;Wutach
0049 771*;Donaueschingen
0049 7720*;Schwenningen a. Neckar
0049 7721*;Villingen i. Schwarzwald
0049 7722*;Triberg im Schwarzwald
0049 7723*;Furtwangen im Schwarzwald
0049 7724*;Sankt Georgen im Schwarzwald
0049 7725*;Königsfeld im Schwarzwald
0049 7726*;Bad Dürrheim
0049 7727*;Vöhrenbach
0049 7728*;Niedereschach
0049 7729*;Tennenbronn
0049 7731*;Singen Hohentwiel
0049 7732*;Radolfzell am Bodensee
0049 7733*;Engen Hegau
0049 7734*;Gailingen
0049 7735*;Öhningen
0049 7736*;Tengen
0049 7738*;Steißlingen
0049 7739*;Hilzingen
0049 7741*;Tiengen Hochrhein
0049 7742*;Klettgau
0049 7743*;Ühlingen-Birkendorf
0049 7744*;Stühlingen
0049 7745*;Jestetten
0049 7746*;Wutöschingen
0049 7747*;Berau
0049 7748*;Grafenhausen Hochschwarzw
0049 7751*;Waldshut
0049 7753*;Albbruck
0049 7754*;Görwihl
0049 7755*;Weilheim Kr. Waldshut
0049 7761*;Bad Säckingen
0049 7762*;Wehr Baden
0049 7763*;Murg
0049 7764*;Herrischried
0049 7765*;Rickenbach Hotzenw
0049 7771*;Stockach
0049 7773*;Bodman-Ludwigshafen
0049 7774*;Eigeltingen
0049 7775*;Mühlingen
0049 7777*;Sauldorf
0049 7802*;Oberkirch Baden
0049 7803*;Gengenbach
0049 7804*;Oppenau
0049 7805*;Appenweier
0049 7806*;Bad Peterstal-Griesbach
0049 7807*;Neuried Ortenaukreis
0049 7808*;Hohberg b. Offenburg
0049 781*;Offenburg
0049 7821*;Lahr Schwarzwald
0049 7822*;Ettenheim
0049 7823*;Seelbach Schutter
0049 7824*;Schwanau
0049 7825*;Kippenheim
0049 7826*;Schuttertal
0049 7831*;Hausach
0049 7832*;Haslach im Kinzigtal
0049 7833*;Hornberg Schwarzwaldbahn
0049 7834*;Wolfach
0049 7835*;Zell am Harmersbach
0049 7836*;Schiltach
0049 7837*;Oberharmersbach
0049 7838*;Nordrach
0049 7839*;Schapbach
0049 7841*;Achern
0049 7842*;Kappelrodeck
0049 7843*;Renchen
0049 7844*;Rheinau
0049 7851*;Kehl
0049 7852*;Willstätt
0049 7853*;Kehl-Bodersweier
0049 7854*;Kehl-Goldscheuer
0049 7903*;Mainhardt
0049 7904*;Ilshofen
0049 7905*;Langenburg
0049 7906*;Braunsbach
0049 7907*;Schwäbisch Hall-Sulzdorf
0049 791*;Schwäbisch Hall
0049 7930*;Boxberg Baden
0049 7931*;Bad Mergentheim
0049 7932*;Niederstetten Württ
0049 7933*;Creglingen
0049 7934*;Weikersheim
0049 7935*;Schrozberg
0049 7936*;Schrozberg-Bartenstein
0049 7937*;Dörzbach
0049 7938*;Mulfingen Jagst
0049 7939*;Schrozberg-Spielbach
0049 7940*;Künzelsau
0049 7941*;Öhringen
0049 7942*;Neuenstein Württ
0049 7943*;Schöntal Jagst
0049 7944*;Kupferzell
0049 7945*;Wüstenrot
0049 7946*;Bretzfeld
0049 7947*;Forchtenberg
0049 7948*;Öhringen-Ohrnberg
0049 7949*;Pfedelbach-Untersteinbach
0049 7950*;Schnelldorf Mittelfr
0049 7951*;Crailsheim
0049 7952*;Gerabronn
0049 7953*;Blaufelden
0049 7954*;Kirchberg a. d Jagst
0049 7955*;Wallhausen Württ
0049 7957*;Kreßberg
0049 7958*;Rot am See-Brettheim
0049 7959*;Frankenhardt
0049 7961*;Ellwangen Jagst
0049 7962*;Fichtenau
0049 7963*;Adelmannsfelden
0049 7964*;Stödtlen
0049 7965*;Ellwangen-Röhlingen
0049 7966*;Unterschneidheim
0049 7967*;Jagstzell
0049 7971*;Gaildorf
0049 7972*;Gschwend b. Gaildorf
0049 7973*;Obersontheim
0049 7974*;Bühlerzell
0049 7975*;Untergröningen
0049 7976*;Sulzbach-Laufen
0049 7977*;Oberrot b. Gaildorf
0049 800*;Calldienst 0800
0049 8020*;Weyarn
0049 8021*;Waakirchen
0049 8022*;Tegernsee
0049 8023*;Bayrischzell
0049 8024*;Holzkirchen
0049 8025*;Miesbach
0049 8026*;Hausham
0049 8027*;Dietramszell
0049 8028*;Fischbachau
0049 8029*;Kreuth b. Tegernsee
0049 8031*;Rosenheim 
0049 8032*;Rohrdorf Kr. Rosenheim
0049 8033*;Oberaudorf
0049 8034*;Brannenburg
0049 8035*;Raubling
0049 8036*;Stephanskirchen Simssee
0049 8038*;Vogtareuth
0049 8039*;Rott a. Inn
0049 8041*;Bad Tölz
0049 8042*;Lenggries
0049 8043*;Jachenau
0049 8045*;Lenggries-Fall
0049 8046*;Bad Heilbrunn
0049 8051*;Prien a. Chiemsee
0049 8052*;Aschau i. Chiemgau
0049 8053*;Bad Endorf
0049 8054*;Breitbrunn a. Chiemsee
0049 8055*;Halfing
0049 8056*;Eggstätt
0049 8057*;Aschau-Sachrang
0049 8061*;Bad Aibling
0049 8062*;Bruckmühl Mangfall
0049 8063*;Feldkirchen-Westerham
0049 8064*;Au b. Bad Aibling
0049 8065*;Tuntenhausen-Schönau
0049 8066*;Bad Feilnbach
0049 8067*;Tuntenhausen
0049 8071*;Wasserburg a. Inn
0049 8072*;Haag i. OB
0049 8073*;Gars a. Inn
0049 8074*;Schnaitsee
0049 8075*;Amerang
0049 8076*;Pfaffing
0049 8081*;Dorfen Stadt
0049 8082*;Schwindegg
0049 8083*;Isen
0049 8084*;Taufkirchen Vils
0049 8085*;Sankt Wolfgang Kr. Erding
0049 8086*;Buchbach Oberbay
0049 8091*;Kirchseeon
0049 8092*;Grafing b. München
0049 8093*;Glonn Kr. Ebersberg
0049 8094*;Steinhöring
0049 8095*;Aying
0049 8102*;Höhenkirchen
0049 8104*;Sauerlach
0049 8105*;Gilching
0049 8106*;Vaterstetten
0049 811*;Hallbergmoos
0049 8121*;Markt Schwaben
0049 8122*;Erding
0049 8123*;Moosinning
0049 8124*;Forstern Oberbay
0049 8131*;Dachau
0049 8133*;Haimhausen Oberbay
0049 8134*;Odelzhausen
0049 8135*;Sulzemoos
0049 8136*;Markt Indersdorf
0049 8137*;Petershausen
0049 8138*;Schwabhausen b. Dachau
0049 8139*;Röhrmoos
0049 8141*;Fürstenfeldbruck
0049 8142*;Olching
0049 8143*;Inning a. Ammersee
0049 8144*;Grafrath
0049 8145*;Mammendorf
0049 8146*;Moorenweis
0049 8151*;Starnberg
0049 8152*;Herrsching a. Ammersee
0049 8153*;Weßling
0049 8157*;Feldafing
0049 8158*;Tutzing
0049 8161*;Freising
0049 8165*;Neufahrn b. Freising
0049 8166*;Allershausen Oberbay
0049 8167*;Zolling
0049 8168*;Attenkirchen
0049 8170*;Straßlach-Dingharting
0049 8171*;Wolfratshausen
0049 8176*;Egling b. Wolfratshausen
0049 8177*;Münsing Starnberger See
0049 8178*;Icking
0049 8179*;Eurasburg a. d Isar
0049 8191*;Landsberg a. Lech
0049 8192*;Schondorf a. Ammersee
0049 8193*;Geltendorf
0049 8194*;Vilgertshofen
0049 8195*;Weil Kr. Landsberg
0049 8196*;Pürgen
0049 8202*;Althegnenberg
0049 8203*;Großaitingen
0049 8204*;Mickhausen
0049 8205*;Dasing
0049 8206*;Egling a. d Paar
0049 8207*;Affing
0049 8208*;Eurasburg b. Augsburg
0049 821*;Augsburg
0049 8221*;Günzburg
0049 8222*;Burgau Schwab
0049 8223*;Ichenhausen
0049 8224*;Offingen Donau
0049 8225*;Jettingen-Scheppach
0049 8226*;Bibertal
0049 8230*;Gablingen
0049 8231*;Königsbrunn b. Augsburg
0049 8232*;Schwabmünchen
0049 8233*;Kissing
0049 8234*;Bobingen
0049 8236*;Fischach
0049 8237*;Aindling
0049 8238*;Gessertshausen
0049 8239*;Langenneufnach
0049 8241*;Buchloe
0049 8243*;Fuchstal
0049 8245*;Türkheim Wertach
0049 8246*;Waal Schwab
0049 8247*;Bad Wörishofen
0049 8248*;Lamerdingen
0049 8249*;Ettringen Wertach
0049 8250*;Hilgertshausen-Tandern
0049 8251*;Aichach
0049 8252*;Schrobenhausen
0049 8253*;Pöttmes
0049 8254*;Altomünster
0049 8257*;Inchenhofen
0049 8258*;Sielenbach
0049 8259*;Schiltberg
0049 8261*;Mindelheim
0049 8262*;Mittelneufnach
0049 8263*;Breitenbrunn Schwab
0049 8265*;Pfaffenhausen Schwab
0049 8266*;Kirchheim Schwab
0049 8267*;Dirlewang
0049 8268*;Tussenhausen
0049 8269*;Unteregg
0049 8271*;Meitingen
0049 8272*;Wertingen
0049 8273*;Nordendorf
0049 8274*;Buttenwiesen
0049 8276*;Thierhaupten-Baar
0049 8281*;Thannhausen Schwab
0049 8282*;Krumbach Schwab
0049 8283*;Neuburg a. d Kammel
